0000000	207	9303
0000001	168	6237
0000002	147	4038
0000003	285	7074
0000004	564	5907
0000005	129	9384
0000006	168	5652
0000007	240	6489
0000008	201	3354
0000009	195	23472
0000010	222	4035
0000011	87	5409
0000012	174	4539
0000013	186	3105
0000014	177	7602
0000015	135	8715
0000017	99	1794
0000018	180	2682
0000019	78	1848
0000020	66	5970
0000021	66	13824
0000023	156	4194
0000024	252	5550
0000026	324	7524
0000027	192	1941
0000028	99	6237
0000030	147	5100
0000033	147	5988
0000034	111	13188
0000035	255	7698
0000036	177	8346
0000037	462	9426
0000038	150	2232
0000040	129	3138
0000041	204	7215
0000042	180	4713
0000043	171	6330
0000044	213	3471
0000046	237	4383
0000047	162	3474
0000048	114	6297
0000049	570	2139
0000050	162	3579
0000051	102	3360
0000053	189	2514
0000054	411	2397
0000055	150	2655
0000056	177	3651
0000057	474	5424
0000058	72	3846
0000059	171	7725
0000060	252	4029
0000061	210	5463
0000062	228	3372
0000063	462	1338
0000064	291	699
0000066	354	6402
0000067	144	2241
0000068	210	1488
0000069	324	2043
0000070	339	1503
0000071	117	2130
0000072	123	2625
0000073	294	2139
0000074	357	2142
0000076	216	1365
0000077	201	2778
0000078	240	1905
0000079	282	2397
0000080	210	1764
0000081	162	1296
0000082	321	1059
0000083	186	3234
0000084	195	2943
0000085	219	1869
0000086	432	8817
0000087	93	2589
0000088	228	3150
0000089	159	3666
0000090	156	1812
0000091	87	6882
0000092	204	2463
0000093	207	846
0000094	150	10341
0000095	210	3420
0000096	174	2469
0000097	225	6996
0000098	144	3894
0000099	543	2013
0000100	162	1908
0000101	186	717
0000103	255	1923
0000104	285	1470
0000105	150	1449
0000107	120	2088
0000108	186	4677
0000109	237	2499
0000110	480	1122
0000111	633	3264
0000113	156	4533
0000115	123	5088
0000116	330	2001
0000117	1023	3294
0000118	312	3159
0000119	75	4596
0000120	222	2208
0000121	81	2730
0000122	168	3222
0000123	222	1095
0000124	588	8499
0000125	216	1731
0000126	171	2292
0000127	141	1296
0000129	312	4386
0000131	279	3699
0000132	1965	3729
0000133	192	1833
0000134	171	1347
0000135	210	972
0000136	162	1317
0000137	168	3501
0000138	381	4119
0000139	234	1584
0000140	282	1608
0000141	201	2628
0000142	162	1906
0000143	228	6000
0000144	564	1119
0000145	453	1518
0000146	459	3417
0000147	426	1896
0000148	498	6207
0000149	222	2829
0000150	129	1452
0000151	210	1368
0000152	480	1986
0000153	492	3297
0000154	162	4716
0000155	231	1029
0000157	129	1731
0000158	231	1818
0000159	216	1788
0000160	213	2250
0000161	135	1692
0000162	288	1029
0000163	453	1626
0000164	312	4098
0000165	795	2682
0000168	381	1608
0000169	183	1257
0000170	153	1368
0000171	267	2256
0000172	822	2295
0000173	687	3840
0000174	771	2904
0000175	120	4119
0000176	315	2661
0000177	390	3309
0000178	201	3342
0000179	192	2631
0000180	432	3033
0000181	288	2196
0000182	174	2547
0000183	255	1884
0000184	270	11034
0000185	240	711
0000186	741	2640
0000188	354	1584
0000189	303	2568
0000191	171	1821
0000192	198	1509
0000193	561	1815
0000194	240	2358
0000195	390	2238
0000196	357	786
0000197	198	2286
0000198	213	4320
0000199	534	1896
0000201	342	1566
0000203	189	897
0000204	303	2340
0000206	498	3438
0000207	189	1041
0000208	171	4314
0000209	414	1974
0000210	261	1965
0000211	447	1683
0000212	525	3975
0000213	189	2508
0000214	294	678
0000215	153	2262
0000216	243	1719
0000217	393	2322
0000218	399	3033
0000219	150	4044
0000220	474	6090
0000221	345	2229
0000222	294	1650
0000223	354	1440
0000224	210	1086
0000225	93	4329
0000227	180	1548
0000228	135	2196
0000229	261	2481
0000231	1062	1425
0000232	216	2622
0000233	159	438
0000234	159	1938
0000236	336	3867
0000237	423	2550
0000238	333	996
0000239	339	981
0000240	186	903
0000241	108	567
0000242	225	1938
0000243	126	2436
0000245	630	1536
0000246	366	1665
0000247	216	1467
0000249	882	1605
0000250	195	2058
0000251	192	1356
0000252	213	3456
0000253	243	1323
0000254	672	1629
0000255	105	1896
0000256	267	4080
0000258	213	882
0000260	309	4863
0000261	252	1236
0000262	210	2115
0000263	423	6684
0000264	189	1509
0000265	255	1032
0000266	315	2223
0000267	228	1533
0000268	177	1317
0000269	453	693
0000270	318	789
0000271	309	1272
0000272	306	1779
0000273	156	5163
0000274	174	765
0000275	426	1944
0000276	282	3312
0000277	225	1221
0000278	186	1596
0000279	360	2700
0000280	504	1410
0000281	132	1530
0000282	177	852
0000283	189	6264
0000285	864	3510
0000286	249	1212
0000287	186	1005
0000288	786	2196
0000290	96	2235
0000291	486	1938
0000292	69	2106
0000293	138	4533
0000294	438	2667
0000296	267	3300
0000297	1095	2340
0000298	252	948
0000301	216	1941
0000302	351	1125
0000303	231	3222
0000307	153	1353
0000308	591	3456
0000309	810	1530
0000310	552	1662
0000311	147	3420
0000312	690	2952
0000313	318	1773
0000315	201	1038
0000316	321	2580
0000317	294	1686
0000318	297	4398
0000319	618	3417
0000320	261	2652
0000321	447	1572
0000322	1140	1959
0000323	378	1842
0000324	360	5355
0000325	705	2175
0000326	192	1878
0000327	306	1362
0000328	792	2100
0000329	300	2046
0000330	186	2322
0000331	270	1812
0000332	159	654
0000333	171	2094
0000334	180	2748
0000335	216	1974
0000336	219	2094
0000337	390	1035
0000338	387	1293
0000339	324	2697
0000340	348	1617
0000341	516	1440
0000343	348	2769
0000344	396	1365
0000345	396	1371
0000346	231	2313
0000347	291	972
0000349	336	1170
0000350	318	1746
0000351	453	1302
0000352	210	1101
0000353	417	2055
0000354	183	2649
0000355	984	4869
0000356	363	2490
0000357	351	1533
0000358	444	2025
0000359	150	1395
0000360	372	2220
0000361	195	1692
0000362	156	720
0000363	732	2358
0000364	516	1926
0000365	213	756
0000366	660	2991
0000367	351	1728
0000368	243	1188
0000369	414	3231
0000370	507	1983
0000371	210	1740
0000372	600	2013
0000373	615	3519
0000374	438	2805
0000375	531	1575
0000376	210	993
0000379	912	2028
0000380	459	2076
0000381	279	2013
0000383	420	828
0000384	324	2151
0000386	180	3939
0000387	297	1320
0000389	486	1302
0000390	255	1338
0000391	300	912
0000392	447	825
0000393	564	2028
0000394	207	2964
0000395	516	1803
0000396	348	1476
0000397	387	2991
0000399	201	1908
0000400	600	2514
0000401	396	1722
0000402	216	492
0000403	282	3546
0000404	282	4632
0000405	507	4551
0000406	258	1911
0000407	1119	3273
0000408	429	4023
0000409	165	2124
0000410	222	711
0000411	1161	2295
0000412	267	3690
0000413	234	1368
0000415	210	5199
0000416	516	2937
0000417	213	501
0000418	417	1632
0000419	198	1386
0000420	288	1671
0000422	660	1689
0000423	675	1779
0000424	153	1938
0000425	222	1947
0000426	708	4197
0000427	657	2481
0000429	471	1497
0000430	339	1431
0000431	171	2088
0000432	168	2514
0000433	213	1749
0000434	948	2898
0000435	453	4935
0000437	552	1944
0000438	180	3330
0000439	195	1116
0000440	246	18300
0000441	330	1089
0000442	105	2190
0000444	195	1557
0000445	318	891
0000446	417	936
0000447	204	6003
0000448	213	1416
0000449	345	2385
0000450	492	1764
0000451	546	1605
0000452	153	822
0000453	186	3294
0000454	267	2445
0000455	402	2304
0000456	156	1347
0000457	264	5094
0000458	504	1881
0000459	174	732
0000460	1392	2265
0000461	624	1977
0000462	210	3966
0000463	519	1050
0000464	300	2523
0000465	186	981
0000466	390	3915
0000467	804	2541
0000468	240	795
0000469	156	1905
0000470	573	3366
0000471	1065	1563
0000472	318	1701
0000473	297	3468
0000474	327	5712
0000475	549	3162
0000476	372	2220
0000477	1743	3849
0000478	267	621
0000479	288	1134
0000482	462	3720
0000483	1290	4821
0000484	195	3291
0000485	1317	4653
0000488	1146	3066
0000489	723	2652
0000490	165	1863
0000491	210	966
0000492	213	1188
0000493	495	1494
0000494	252	2574
0000495	189	3279
0000496	393	2199
0000497	330	1977
0000498	399	2580
0000499	207	669
0000500	159	1068
0000501	324	1713
0000502	264	921
0000503	321	3393
0000504	219	1497
0000505	555	1392
0000506	321	13080
0000507	162	2667
0000508	582	2235
0000510	936	1932
0000511	339	3042
0000512	99	2844
0000513	435	951
0000514	801	3648
0000515	603	1512
0000516	273	1413
0000517	474	1476
0000518	240	2958
0000519	1911	3765
0000521	177	2697
0000522	144	4065
0000524	738	1575
0000525	648	2262
0000526	381	948
0000527	336	1215
0000528	360	2910
0000529	354	3135
0000530	363	834
0000531	141	1299
0000532	186	789
0000533	207	708
0000534	321	1449
0000535	249	1305
0000537	816	1758
0000538	573	1806
0000539	342	1050
0000540	570	2055
0000542	375	1242
0000543	507	1812
0000544	309	4674
0000545	498	1194
0000546	306	1425
0000547	540	5097
0000548	654	2247
0000549	384	1653
0000550	309	2298
0000552	936	3531
0000553	411	3591
0000554	513	1113
0000556	138	873
0000557	174	1353
0000558	291	2151
0000559	222	702
0000560	300	2406
0000561	351	2145
0000562	213	1377
0000563	453	1503
0000564	249	1056
0000565	183	1257
0000566	534	2877
0000567	300	1548
0000568	474	1215
0000569	333	2505
0000570	612	1323
0000571	354	2415
0000572	210	1356
0000573	207	1050
0000576	261	1050
0000577	462	1317
0000578	171	1275
0000579	156	384
0000580	207	1059
0000581	105	2403
0000582	123	1539
0000583	147	2250
0000584	225	5556
0000585	585	1278
0000586	195	2433
0000587	558	3783
0000588	528	1428
0000589	483	1209
0000590	807	2586
0000591	150	867
0000592	699	1791
0000593	501	3237
0000594	588	1656
0000595	171	2886
0000596	156	705
0000597	198	1059
0000598	552	1464
0000599	405	1956
0000600	234	1668
0000601	420	3561
0000602	351	654
0000603	264	759
0000604	288	8289
0000605	297	3888
0000608	915	1428
0000609	213	2061
0000610	321	3366
0000611	645	1467
0000612	198	696
0000613	426	1314
0000614	1227	2169
0000615	696	2832
0000617	945	4125
0000618	219	798
0000619	258	1188
0000620	597	1416
0000621	282	1029
0000622	1011	2661
0000623	249	1092
0000625	1908	2787
0000626	354	1695
0000628	126	5820
0000629	246	2115
0000630	81	2910
0000631	288	525
0000632	555	2442
0000633	141	876
0000634	219	3501
0000635	342	1725
0000636	360	2214
0000637	438	2238
0000638	546	2106
0000639	231	2073
0000640	192	1464
0000643	297	1497
0000644	177	672
0000645	318	1341
0000646	1062	5373
0000647	834	1965
0000648	204	3348
0000649	1125	2190
0000650	150	1299
0000651	861	1737
0000652	141	1704
0000653	204	915
0000654	429	1659
0000655	720	1929
0000656	168	1149
0000657	189	693
0000658	306	1869
0000659	276	1737
0000660	261	864
0000661	114	1185
0000662	633	1962
0000663	222	1065
0000664	765	1485
0000665	216	1305
0000666	264	1494
0000667	465	3303
0000668	435	5448
0000669	276	1251
0000670	174	2829
0000671	432	1305
0000672	321	2121
0000673	423	3321
0000674	309	2310
0000675	825	5196
0000676	462	2607
0000677	546	2043
0000678	552	2103
0000679	282	1395
0000680	315	1131
0000681	1356	5025
0000682	306	2355
0000683	315	1182
0000684	147	4356
0000685	186	1005
0000687	213	2334
0000688	537	2898
0000689	123	3273
0000691	315	9726
0000692	396	1647
0000693	195	1518
0000694	462	3927
0000695	207	852
0000696	243	3045
0000697	177	894
0000698	369	1470
0000699	483	1521
0000700	369	1872
0000701	342	2892
0000702	771	1695
0000703	879	1725
0000704	222	1242
0000705	444	1866
0000706	339	1935
0000709	561	3960
0000710	561	1542
0000711	261	1626
0000713	219	12651
0000714	669	3582
0000715	1401	3843
0000716	192	1656
0000717	345	2442
0000718	480	2091
0000719	288	3150
0000720	159	1209
0000721	225	873
0000722	324	609
0000724	348	1119
0000725	531	3282
0000726	120	930
0000727	1422	2622
0000728	288	1629
0000729	309	1908
0000730	639	3057
0000731	1434	2085
0000732	528	1125
0000733	252	1290
0000734	543	5418
0000735	585	1569
0000736	243	1650
0000737	249	1020
0000738	162	921
0000739	192	3021
0000740	294	792
0000741	294	2205
0000742	435	2805
0000743	450	1263
0000744	834	1500
0000745	177	570
0000746	1035	3954
0000747	273	1506
0000748	195	2442
0000749	240	1239
0000750	330	1278
0000752	429	903
0000753	813	2511
0000754	1977	5631
0000755	252	879
0000756	951	2043
0000757	291	654
0000758	249	1437
0000759	645	1179
0000760	165	849
0000761	288	600
0000763	441	2334
0000764	609	1341
0000765	732	2877
0000766	438	1518
0000767	285	4242
0000768	573	3321
0000769	912	3306
0000770	408	1662
0000771	375	732
0000772	498	2832
0000773	288	1773
0000774	411	1353
0000775	219	2076
0000776	207	645
0000777	228	1815
0000778	753	4884
0000779	180	1428
0000780	198	8529
0000781	186	1305
0000782	673	3333
0000783	324	624
0000784	402	3048
0000785	204	1839
0000786	198	1233
0000787	360	948
0000788	603	1626
0000789	426	792
0000791	291	645
0000792	609	2460
0000793	255	3222
0000794	681	2928
0000795	216	669
0000796	240	1020
0000797	348	1131
0000798	150	4092
0000802	282	2325
0000803	462	1485
0000804	177	3120
0000805	789	1908
0000806	447	3708
0000807	390	1392
0000809	141	1071
0000810	291	2352
0000811	162	1359
0000812	417	1155
0000813	378	726
0000814	306	1629
0000815	435	1695
0000816	483	2925
0000817	351	1191
0000818	576	1392
0000819	255	1080
0000820	339	1191
0000821	684	1974
0000822	531	1188
0000823	360	3747
0000824	252	1434
0000825	378	1734
0000826	645	3285
0000827	207	2268
0000830	270	447
0000831	429	1803
0000832	225	1095
0000833	360	1899
0000834	405	1524
0000835	540	4431
0000836	405	5268
0000837	240	2028
0000838	480	4518
0000839	843	1719
0000840	375	1758
0000841	231	699
0000842	600	1746
0000843	1287	3621
0000844	150	2388
0000845	246	2445
0000846	531	1791
0000847	903	2166
0000848	225	2490
0000850	222	834
0000851	321	6912
0000852	423	1947
0000853	336	1341
0000854	270	2676
0000855	261	1005
0000856	888	1440
0000858	270	2802
0000859	159	453
0000860	168	3342
0000861	468	2925
0000862	495	3519
0000863	234	807
0000864	333	2349
0000865	132	2562
0000866	336	1287
0000867	150	462
0000869	267	1512
0000870	435	2481
0000871	213	582
0000872	195	2277
0000873	270	2691
0000874	405	1596
0000875	306	1368
0000876	531	3306
0000878	246	2994
0000879	399	2241
0000880	264	1359
0000881	180	2133
0000882	87	660
0000883	159	1566
0000884	258	1947
0000886	369	3837
0000887	690	1227
0000888	228	1848
0000889	549	1104
0000890	543	3888
0000891	516	1674
0000892	396	1623
0000893	228	2505
0000894	366	1086
0000895	411	1848
0000897	531	1425
0000898	822	2010
0000899	924	2241
0000900	219	2190
0000903	225	1725
0000906	339	2070
0000907	537	1716
0000908	117	609
0000909	534	1674
0000911	630	2676
0000912	204	678
0000913	312	1083
0000914	396	5043
0000915	876	1329
0000916	270	804
0000917	576	1314
0000918	564	2271
0000919	750	1017
0000920	333	693
0000921	1173	1932
0000922	672	2781
0000923	372	2922
0000924	759	1452
0000925	276	1332
0000926	537	1353
0000927	306	1812
0000928	1650	2940
0000929	387	1821
0000930	576	1128
0000931	756	1047
0000932	174	1767
0000933	288	567
0000935	465	5163
0000936	213	1128
0000937	765	2589
0000938	72	828
0000939	165	3060
0000940	169	1836
0000941	294	1362
0000942	213	1554
0000943	207	1776
0000944	972	1881
0000945	285	1965
0000946	330	753
0000947	399	5877
0000948	642	1191
0000949	399	1650
0000950	456	1998
0000951	267	735
0000953	468	1569
0000954	477	807
0000955	306	3852
0000956	390	1179
0000957	177	2583
0000958	282	1053
0000959	363	906
0000960	570	1185
0000961	168	2403
0000962	522	3369
0000964	372	2112
0000965	1350	3246
0000966	318	3555
0000967	282	2406
0000968	327	1518
0000970	237	1131
0000971	258	1728
0000973	318	2487
0000974	345	2013
0000975	138	408
0000976	462	1197
0000977	402	1005
0000978	1653	3705
0000979	360	1416
0000980	336	3054
0000981	198	819
0000983	492	2766
0000984	423	3123
0000985	347	1215
0000986	375	2871
0000988	612	2010
0000989	162	528
0000990	156	870
0000991	153	507
0000992	801	2766
0000993	102	2331
0000994	396	843
0000995	225	1122
0000996	354	1818
0000997	423	909
0000998	336	1461
0000999	144	2556
0001000	1302	2688
0001001	159	738
0001002	144	1869
0001003	393	1998
0001006	180	3240
0001007	180	4596
0001008	225	1290
0001011	387	5046
0001012	303	1617
0001014	534	699
0001015	312	5448
0001016	468	3651
0001017	351	1290
0001018	1347	4233
0001019	183	1782
0001020	258	819
0001021	189	1911
0001023	624	1674
0001024	705	3861
0001026	201	1311
0001027	351	1299
0001030	162	1515
0001032	1128	2001
0001033	1059	1872
0001035	303	1122
0001036	648	2661
0001037	357	1452
0001038	177	2034
0001039	1716	3357
0001040	549	1125
0001041	681	1092
0001042	192	1029
0001044	477	3144
0001045	735	1659
0001046	240	2037
0001047	1662	2811
0001048	402	2271
0001049	654	1404
0001050	168	954
0001051	345	888
0001052	333	3852
0001053	99	486
0001054	1230	4068
0001055	384	1287
0001056	288	2232
0001057	243	729
0001059	153	1137
0001061	357	1119
0001062	207	4662
0001063	1521	3627
0001064	663	1305
0001065	315	12072
0001066	75	15696
0001067	132	837
0001068	339	834
0001069	432	747
0001070	717	1314
0001071	384	6843
0001072	456	6666
0001073	324	2061
0001074	357	705
0001075	435	1920
0001076	471	2670
0001077	588	6444
0001078	1314	2151
0001079	213	774
0001080	141	1041
0001081	510	1137
0001082	396	1875
0001083	366	2913
0001084	162	1161
0001085	135	2148
0001086	153	741
0001087	228	1533
0001088	477	3186
0001089	186	1872
0001090	513	2964
0001091	462	2091
0001092	726	1320
0001093	333	1932
0001094	972	1776
0001095	354	2283
0001096	636	1521
0001097	207	642
0001098	555	3093
0001099	234	2856
0001100	462	3084
0001101	1284	2370
0001102	564	1476
0001103	534	2244
0001104	186	1407
0001105	1209	2466
0001106	351	1809
0001107	156	966
0001108	243	2127
0001109	618	3579
0001110	456	4875
0001111	588	1998
0001112	348	2550
0001113	666	2460
0001114	186	1389
0001115	186	906
0001116	1488	2193
0001117	378	1527
0001118	645	2058
0001119	192	5190
0001120	197	1899
0001121	234	2307
0001122	330	1710
0001123	549	2598
0001124	186	2187
0001125	147	549
0001126	111	1473
0001127	468	1032
0001131	375	3111
0001133	210	1812
0001135	237	2421
0001136	612	3162
0001137	528	4347
0001138	189	2073
0001139	348	1359
0001140	186	1407
0001141	354	789
0001142	181	1479
0001143	1104	1665
0001144	624	8106
0001145	300	2382
0001148	729	1533
0001149	420	3381
0001150	300	732
0001151	213	4047
0001152	1137	3141
0001153	423	978
0001154	834	1278
0001157	942	2574
0001158	567	4683
0001159	585	1161
0001160	498	1404
0001161	330	867
0001162	213	882
0001163	561	954
0001164	387	2796
0001165	435	939
0001166	159	807
0001167	408	3270
0001168	744	2796
0001169	252	762
0001171	354	1773
0001172	465	1095
0001173	321	1149
0001175	432	2346
0001176	555	1530
